Interaction_ID,Ticket_ID,Channel,Interaction_Date,Duration_Minutes,Messages_Exchanged,Bot_Handled,Transferred_To_Agent,Resolution_Achieved,Hold_Time_Minutes,Sentiment_Score,Duration_Tier,Sentiment_Tier
INT009793,TKT009793,Live Chat,2024-05-08,13.5,9.0,0,0,1,,0.4,Standard (5-15m),Positive
INT009794,TKT009794,Social Media,2022-10-11,1.3,8.0,0,0,1,,-0.26,Quick (0-5m),Neutral
INT009795,TKT009795,Chatbot,2022-05-28,7.4,9.0,1,0,0,,-0.71,Standard (5-15m),Negative
INT009796,TKT009796,Inbound Call,2022-10-06,22.5,,1,0,1,3.0,-0.94,Extended (15-30m),Negative
INT009797,TKT009797,Social Media,2022-02-12,9.1,6.0,1,0,0,,0.14,Standard (5-15m),Neutral
INT009798,TKT009798,Inbound Call,2023-03-13,19.3,,0,0,1,9.6,-0.01,Extended (15-30m),Neutral
INT009799,TKT009799,Outbound Call,2024-12-13,44.6,,0,0,1,3.7,-0.53,Long (30m+),Negative
INT009800,TKT009800,Inbound Call,2024-03-25,44.8,,0,0,1,2.3,-0.56,Long (30m+),Negative
INT009801,TKT009801,Email,2022-09-06,4.7,4.0,0,0,1,,0.16,Quick (0-5m),Neutral
INT009802,TKT009802,Email,2024-02-27,2.1,6.0,0,0,1,,-0.79,Quick (0-5m),Negative
INT009803,TKT009803,Live Chat,2023-04-03,17.2,8.0,0,0,1,,-0.73,Extended (15-30m),Negative
INT009804,TKT009804,Social Media,2022-11-15,5.2,5.0,0,0,1,,-0.5,Standard (5-15m),Negative
INT009805,TKT009805,Outbound Call,2024-04-26,42.8,,0,0,0,5.8,0.77,Long (30m+),Positive
INT009806,TKT009806,Inbound Call,2022-08-27,37.9,,0,1,1,8.5,0.41,Long (30m+),Positive
INT009807,TKT009807,Live Chat,2024-06-12,10.3,3.0,0,0,1,,0.12,Standard (5-15m),Neutral
INT009808,TKT009808,Email,2023-05-04,4.5,7.0,1,1,1,,-0.26,Quick (0-5m),Neutral
INT009809,TKT009809,Outbound Call,2024-11-03,29.6,,1,0,1,9.2,-0.16,Extended (15-30m),Neutral
INT009810,TKT009810,Inbound Call,2023-10-11,21.2,,0,0,0,7.3,-0.66,Extended (15-30m),Negative
INT009811,TKT009811,Inbound Call,2022-05-16,24.8,,0,0,1,3.9,0.68,Extended (15-30m),Positive
INT009812,TKT009812,Social Media,2024-08-05,6.9,3.0,0,1,1,,-0.64,Standard (5-15m),Negative
INT009813,TKT009813,Live Chat,2023-07-15,20.5,11.0,0,0,1,,0.52,Extended (15-30m),Positive
INT009814,TKT009814,Outbound Call,2023-05-15,31.7,,0,0,0,2.5,-0.52,Long (30m+),Negative
INT009815,TKT009815,Live Chat,2023-04-07,26.5,13.0,0,0,0,,0.51,Extended (15-30m),Positive
INT009816,TKT009816,Chatbot,2022-05-19,8.4,6.0,1,1,1,,-0.39,Standard (5-15m),Negative
INT009817,TKT009817,Chatbot,2023-04-13,8.4,12.0,1,1,1,,0.96,Standard (5-15m),Positive
INT009818,TKT009818,Outbound Call,2023-01-03,8.9,,0,0,1,3.7,0.84,Standard (5-15m),Positive
INT009819,TKT009819,Live Chat,2022-10-14,25.8,20.0,0,0,1,,0.75,Extended (15-30m),Positive
INT009820,TKT009820,Inbound Call,2022-11-02,31.1,,0,0,0,4.7,-0.64,Long (30m+),Negative
INT009821,TKT009821,Chatbot,2024-04-03,3.7,4.0,1,0,1,,-0.83,Quick (0-5m),Negative
INT009822,TKT009822,Chatbot,2022-07-28,8.8,16.0,1,1,1,,0.93,Standard (5-15m),Positive
INT009823,TKT009823,Live Chat,2024-02-19,18.0,20.0,0,1,0,,-0.13,Extended (15-30m),Neutral
INT009824,TKT009824,Inbound Call,2023-05-08,31.9,,0,0,1,4.2,0.75,Long (30m+),Positive
INT009825,TKT009825,Email,2023-06-17,4.2,3.0,0,0,1,,-0.03,Quick (0-5m),Neutral
INT009826,TKT009826,Inbound Call,2023-10-20,29.7,,0,0,1,2.3,0.3,Extended (15-30m),Neutral
INT009827,TKT009827,Outbound Call,2023-01-17,37.2,,0,0,0,8.4,0.51,Long (30m+),Positive
INT009828,TKT009828,Inbound Call,2023-01-14,44.0,,0,0,1,8.5,0.07,Long (30m+),Neutral
INT009829,TKT009829,Inbound Call,2024-04-28,3.1,,0,0,1,8.4,0.87,Quick (0-5m),Positive
INT009830,TKT009830,Social Media,2023-06-13,14.4,6.0,1,0,0,,-0.9,Standard (5-15m),Negative
INT009831,TKT009831,Outbound Call,2024-12-01,8.6,,0,0,1,0.2,0.67,Standard (5-15m),Positive
INT009832,TKT009832,Social Media,2023-05-24,13.8,6.0,0,0,1,,0.38,Standard (5-15m),Positive
INT009833,TKT009833,Live Chat,2024-05-29,17.1,25.0,0,0,1,,-0.34,Extended (15-30m),Negative
INT009834,TKT009834,Inbound Call,2024-06-09,4.8,,0,1,1,2.2,-0.06,Quick (0-5m),Neutral
INT009835,TKT009835,Chatbot,2022-08-20,2.6,7.0,1,0,1,,-0.06,Quick (0-5m),Neutral
INT009836,TKT009836,Inbound Call,2022-06-02,35.8,,0,0,1,5.9,-0.91,Long (30m+),Negative
INT009837,TKT009837,Email,2023-04-01,3.6,5.0,0,0,0,,0.07,Quick (0-5m),Neutral
INT009838,TKT009838,Live Chat,2022-04-05,26.1,19.0,0,1,1,,-0.87,Extended (15-30m),Negative
INT009839,TKT009839,Social Media,2023-06-12,12.5,7.0,0,0,1,,0.03,Standard (5-15m),Neutral
INT009840,TKT009840,Inbound Call,2024-11-30,35.1,,0,1,0,0.9,-0.57,Long (30m+),Negative
INT009841,TKT009841,Inbound Call,2023-10-19,27.3,,0,0,0,3.5,0.67,Extended (15-30m),Positive
INT009842,TKT009842,Live Chat,2024-10-20,13.3,7.0,0,0,0,,-0.86,Standard (5-15m),Negative
INT009843,TKT009843,Inbound Call,2022-06-24,2.8,,0,0,0,0.1,-0.41,Quick (0-5m),Negative
INT009844,TKT009844,Outbound Call,2023-10-12,8.3,,0,1,1,8.2,-0.18,Standard (5-15m),Neutral
INT009845,TKT009845,Live Chat,2023-12-14,19.2,10.0,0,1,0,,0.2,Extended (15-30m),Neutral
INT009846,TKT009846,Inbound Call,2022-04-25,6.3,,0,1,1,7.1,0.98,Standard (5-15m),Positive
INT009847,TKT009847,Email,2024-03-06,2.5,6.0,0,1,0,,-0.74,Quick (0-5m),Negative
INT009848,TKT009848,Social Media,2022-12-08,14.0,10.0,0,1,1,,-0.25,Standard (5-15m),Neutral
INT009849,TKT009849,Inbound Call,2024-12-22,34.8,,0,0,1,8.3,0.36,Long (30m+),Positive
INT009850,TKT009850,Email,2022-04-17,4.6,4.0,0,0,1,,-0.25,Quick (0-5m),Neutral
INT009851,TKT009851,Live Chat,2023-12-31,18.9,22.0,0,1,1,,-0.52,Extended (15-30m),Negative
INT009852,TKT009852,Email,2022-07-20,4.9,1.0,0,0,0,,0.63,Quick (0-5m),Positive
INT009853,TKT009853,Live Chat,2022-11-08,13.5,19.0,1,0,1,,-0.63,Standard (5-15m),Negative
INT009854,TKT009854,Chatbot,2023-06-30,3.5,14.0,1,0,1,,-0.33,Quick (0-5m),Negative
INT009855,TKT009855,Social Media,2023-04-28,1.1,4.0,1,1,1,,-0.52,Quick (0-5m),Negative
INT009856,TKT009856,Social Media,2022-12-11,11.4,6.0,0,0,1,,0.92,Standard (5-15m),Positive
INT009857,TKT009857,Chatbot,2024-04-24,4.5,18.0,1,1,1,,0.67,Quick (0-5m),Positive
INT009858,TKT009858,Inbound Call,2024-03-23,16.8,,0,0,0,4.7,-0.08,Extended (15-30m),Neutral
INT009859,TKT009859,Live Chat,2022-02-16,27.8,6.0,1,0,1,,0.68,Extended (15-30m),Positive
INT009860,TKT009860,Live Chat,2022-10-26,29.3,12.0,1,1,1,,0.37,Extended (15-30m),Positive
INT009861,TKT009861,Email,2023-10-26,1.0,1.0,1,0,1,,-0.29,Quick (0-5m),Neutral
INT009862,TKT009862,Email,2023-09-01,0.6,1.0,1,0,1,,-0.58,Quick (0-5m),Negative
INT009863,TKT009863,Email,2022-01-14,3.4,7.0,1,1,1,,-0.28,Quick (0-5m),Neutral
INT009864,TKT009864,Live Chat,2023-10-17,19.2,12.0,0,0,1,,0.04,Extended (15-30m),Neutral
INT009865,TKT009865,Live Chat,2024-09-29,6.1,18.0,0,0,1,,-0.6,Standard (5-15m),Negative
INT009866,TKT009866,Email,2023-04-11,2.1,5.0,0,0,1,,-0.45,Quick (0-5m),Negative
INT009867,TKT009867,Chatbot,2024-07-21,5.2,10.0,1,1,1,,0.29,Standard (5-15m),Neutral
INT009868,TKT009868,Email,2023-02-05,1.2,5.0,1,0,1,,0.45,Quick (0-5m),Positive
INT009869,TKT009869,Outbound Call,2024-01-06,38.2,,1,0,0,3.5,-0.09,Long (30m+),Neutral
INT009870,TKT009870,Live Chat,2023-10-09,8.2,6.0,0,0,0,,0.94,Standard (5-15m),Positive
INT009871,TKT009871,Outbound Call,2022-05-19,35.8,,0,0,1,1.6,-0.39,Long (30m+),Negative
INT009872,TKT009872,Outbound Call,2022-10-27,41.7,,0,1,1,9.9,0.82,Long (30m+),Positive
INT009873,TKT009873,Chatbot,2024-07-13,8.0,17.0,1,0,0,,-0.45,Standard (5-15m),Negative
INT009874,TKT009874,Social Media,2022-06-24,13.8,2.0,0,1,1,,0.47,Standard (5-15m),Positive
INT009875,TKT009875,Chatbot,2022-05-12,6.6,9.0,1,1,1,,1.0,Standard (5-15m),Positive
INT009876,TKT009876,Email,2023-03-20,1.9,8.0,0,0,1,,0.67,Quick (0-5m),Positive
INT009877,TKT009877,Inbound Call,2024-07-22,23.4,,0,0,1,2.6,-0.05,Extended (15-30m),Neutral
INT009878,TKT009878,Inbound Call,2023-03-24,35.2,,0,0,0,0.8,-0.75,Long (30m+),Negative
INT009879,TKT009879,Social Media,2024-12-16,3.3,8.0,0,1,1,,0.93,Quick (0-5m),Positive
INT009880,TKT009880,Live Chat,2022-10-31,24.4,9.0,0,1,1,,0.44,Extended (15-30m),Positive
INT009881,TKT009881,Inbound Call,2024-03-15,9.7,,0,1,1,7.7,0.68,Standard (5-15m),Positive
INT009882,TKT009882,Email,2024-08-06,2.1,3.0,0,1,1,,0.15,Quick (0-5m),Neutral
INT009883,TKT009883,Email,2022-08-02,2.6,6.0,0,0,1,,-0.04,Quick (0-5m),Neutral
INT009884,TKT009884,Inbound Call,2022-11-25,2.1,,0,0,1,4.7,-0.84,Quick (0-5m),Negative
INT009885,TKT009885,Live Chat,2023-08-21,18.0,6.0,0,1,1,,-0.88,Extended (15-30m),Negative
INT009886,TKT009886,Inbound Call,2022-11-25,3.1,,0,0,1,5.1,0.16,Quick (0-5m),Neutral
INT009887,TKT009887,Live Chat,2023-03-02,20.4,10.0,0,0,0,,-0.62,Extended (15-30m),Negative
INT009888,TKT009888,Inbound Call,2022-01-30,44.3,,0,0,1,9.0,0.35,Long (30m+),Positive
INT009889,TKT009889,Chatbot,2022-03-29,7.4,13.0,1,0,1,,0.91,Standard (5-15m),Positive
INT009890,TKT009890,Chatbot,2024-03-25,2.3,13.0,1,1,1,,-0.29,Quick (0-5m),Neutral
INT009891,TKT009891,Email,2022-03-07,4.0,7.0,1,0,1,,0.47,Quick (0-5m),Positive
INT009892,TKT009892,Live Chat,2024-11-06,6.8,11.0,0,0,1,,0.82,Standard (5-15m),Positive
INT009893,TKT009893,Inbound Call,2022-10-27,40.1,,0,0,1,0.7,0.69,Long (30m+),Positive
INT009894,TKT009894,Email,2022-12-07,0.6,7.0,1,0,1,,-0.83,Quick (0-5m),Negative
INT009895,TKT009895,Inbound Call,2023-06-02,28.8,,0,1,1,8.1,0.35,Extended (15-30m),Positive
INT009896,TKT009896,Inbound Call,2022-10-13,4.6,,0,0,1,5.7,-0.39,Quick (0-5m),Negative
INT009897,TKT009897,Outbound Call,2024-08-13,42.3,,0,0,1,8.5,0.81,Long (30m+),Positive
INT009898,TKT009898,Social Media,2022-12-17,1.4,6.0,0,1,1,,-0.66,Quick (0-5m),Negative
INT009899,TKT009899,Email,2022-03-22,4.8,7.0,0,0,1,,-0.56,Quick (0-5m),Negative
INT009900,TKT009900,Live Chat,2024-12-04,19.4,18.0,0,1,1,,-0.02,Extended (15-30m),Neutral
INT009901,TKT009901,Live Chat,2023-02-20,21.1,23.0,0,0,1,,-0.34,Extended (15-30m),Negative
INT009902,TKT009902,Live Chat,2022-12-18,17.5,18.0,0,0,1,,-0.28,Extended (15-30m),Neutral
INT009903,TKT009903,Inbound Call,2024-06-22,35.3,,0,0,1,7.2,-0.15,Long (30m+),Neutral
INT009904,TKT009904,Live Chat,2024-05-24,23.0,21.0,1,0,1,,-0.71,Extended (15-30m),Negative
INT009905,TKT009905,Inbound Call,2023-08-19,21.2,,1,0,0,9.9,-0.81,Extended (15-30m),Negative
INT009906,TKT009906,Inbound Call,2023-12-16,39.3,,0,1,0,4.9,-0.61,Long (30m+),Negative
INT009907,TKT009907,Inbound Call,2023-01-12,12.7,,0,1,0,1.1,0.07,Standard (5-15m),Neutral
INT009908,TKT009908,Outbound Call,2024-08-24,17.2,,0,0,1,4.5,-0.2,Extended (15-30m),Neutral
INT009909,TKT009909,Chatbot,2022-01-14,6.2,9.0,1,1,1,,0.33,Standard (5-15m),Positive
INT009910,TKT009910,Live Chat,2024-07-08,8.0,23.0,0,0,0,,0.39,Standard (5-15m),Positive
INT009911,TKT009911,Live Chat,2023-08-28,14.0,19.0,0,0,1,,0.26,Standard (5-15m),Neutral
INT009912,TKT009912,Live Chat,2024-08-20,25.1,17.0,0,1,1,,-0.55,Extended (15-30m),Negative
INT009913,TKT009913,Inbound Call,2022-05-23,19.1,,0,1,0,4.0,0.24,Extended (15-30m),Neutral
INT009914,TKT009914,Inbound Call,2022-11-25,7.9,,0,0,1,9.9,0.13,Standard (5-15m),Neutral
INT009915,TKT009915,Live Chat,2024-05-30,20.4,15.0,0,0,0,,0.28,Extended (15-30m),Neutral
INT009916,TKT009916,Live Chat,2024-03-21,19.0,8.0,0,1,1,,-0.5,Extended (15-30m),Negative
INT009917,TKT009917,Live Chat,2022-05-16,5.3,13.0,0,1,1,,0.98,Standard (5-15m),Positive
INT009918,TKT009918,Inbound Call,2023-11-02,5.0,,1,1,1,6.9,0.97,Quick (0-5m),Positive
INT009919,TKT009919,Email,2023-11-11,4.2,1.0,0,1,0,,0.76,Quick (0-5m),Positive
INT009920,TKT009920,Live Chat,2022-02-09,26.1,18.0,0,0,1,,-0.52,Extended (15-30m),Negative
INT009921,TKT009921,Email,2024-01-15,2.2,1.0,0,1,1,,0.51,Quick (0-5m),Positive
INT009922,TKT009922,Email,2022-03-08,0.9,7.0,0,1,1,,-0.75,Quick (0-5m),Negative
INT009923,TKT009923,Inbound Call,2022-08-24,21.9,,0,0,0,9.8,0.83,Extended (15-30m),Positive
INT009924,TKT009924,Email,2023-09-14,3.1,2.0,1,0,1,,-0.55,Quick (0-5m),Negative
INT009925,TKT009925,Inbound Call,2023-06-09,23.7,,0,0,0,0.5,-0.12,Extended (15-30m),Neutral
INT009926,TKT009926,Social Media,2022-09-21,2.6,4.0,0,0,1,,0.29,Quick (0-5m),Neutral
INT009927,TKT009927,Inbound Call,2024-05-29,32.7,,1,0,1,1.7,-0.27,Long (30m+),Neutral
INT009928,TKT009928,Social Media,2023-03-02,11.7,8.0,0,0,1,,-0.52,Standard (5-15m),Negative
INT009929,TKT009929,Live Chat,2022-04-08,5.6,20.0,0,0,0,,0.59,Standard (5-15m),Positive
INT009930,TKT009930,Live Chat,2023-03-06,10.7,12.0,0,1,1,,0.63,Standard (5-15m),Positive
INT009931,TKT009931,Live Chat,2022-01-22,13.9,8.0,0,1,0,,-0.05,Standard (5-15m),Neutral
INT009932,TKT009932,Live Chat,2022-10-03,22.8,17.0,0,1,1,,-0.4,Extended (15-30m),Negative
INT009933,TKT009933,Live Chat,2023-05-08,18.6,15.0,0,0,1,,0.42,Extended (15-30m),Positive
INT009934,TKT009934,Chatbot,2022-03-20,9.5,8.0,1,1,1,,0.8,Standard (5-15m),Positive
INT009935,TKT009935,Live Chat,2024-12-19,17.6,22.0,0,0,0,,0.61,Extended (15-30m),Positive
INT009936,TKT009936,Chatbot,2022-01-06,7.2,3.0,1,1,1,,0.12,Standard (5-15m),Neutral
INT009937,TKT009937,Inbound Call,2023-01-25,28.4,,0,0,1,2.4,-0.88,Extended (15-30m),Negative
INT009938,TKT009938,Outbound Call,2023-07-11,34.2,,0,0,1,6.2,0.84,Long (30m+),Positive
INT009939,TKT009939,Inbound Call,2022-10-19,39.5,,1,1,1,1.5,0.82,Long (30m+),Positive
INT009940,TKT009940,Live Chat,2023-07-17,11.1,23.0,0,0,1,,-0.49,Standard (5-15m),Negative
INT009941,TKT009941,Inbound Call,2024-07-24,25.1,,0,0,1,1.2,0.37,Extended (15-30m),Positive
INT009942,TKT009942,Live Chat,2023-02-24,11.7,23.0,0,1,1,,-0.25,Standard (5-15m),Neutral
INT009943,TKT009943,Outbound Call,2022-08-23,15.4,,0,0,1,6.1,-0.56,Extended (15-30m),Negative
INT009944,TKT009944,Chatbot,2022-10-17,4.9,19.0,1,0,1,,-0.98,Quick (0-5m),Negative
INT009945,TKT009945,Email,2022-03-03,4.9,3.0,1,1,1,,-0.27,Quick (0-5m),Neutral
INT009946,TKT009946,Inbound Call,2022-08-18,29.5,,0,0,1,9.7,-0.58,Extended (15-30m),Negative
INT009947,TKT009947,Inbound Call,2024-03-22,22.0,,0,1,1,8.6,-0.95,Extended (15-30m),Negative
INT009948,TKT009948,Social Media,2022-09-11,6.1,4.0,0,0,0,,0.05,Standard (5-15m),Neutral
INT009949,TKT009949,Chatbot,2024-05-23,1.1,17.0,1,0,1,,-0.53,Quick (0-5m),Negative
INT009950,TKT009950,Live Chat,2024-02-29,18.3,7.0,0,1,0,,0.18,Extended (15-30m),Neutral
INT009951,TKT009951,Inbound Call,2024-08-23,2.8,,0,1,0,1.2,-0.16,Quick (0-5m),Neutral
INT009952,TKT009952,Inbound Call,2023-09-18,28.0,,1,0,1,2.0,-0.32,Extended (15-30m),Negative
INT009953,TKT009953,Outbound Call,2023-05-25,15.4,,1,1,1,8.9,-0.25,Extended (15-30m),Neutral
INT009954,TKT009954,Live Chat,2022-01-03,11.6,10.0,0,0,0,,0.15,Standard (5-15m),Neutral
INT009955,TKT009955,Outbound Call,2024-02-05,7.9,,0,1,0,6.9,0.67,Standard (5-15m),Positive
INT009956,TKT009956,Inbound Call,2023-06-02,42.3,,1,0,1,5.7,0.34,Long (30m+),Positive
INT009957,TKT009957,Inbound Call,2022-02-08,34.0,,1,1,1,9.0,-0.78,Long (30m+),Negative
INT009958,TKT009958,Social Media,2022-07-23,4.3,6.0,0,0,1,,0.13,Quick (0-5m),Neutral
INT009959,TKT009959,Inbound Call,2024-03-11,12.7,,0,0,0,6.3,0.54,Standard (5-15m),Positive
INT009960,TKT009960,Live Chat,2024-08-08,28.4,22.0,0,1,1,,-0.38,Extended (15-30m),Negative
INT009961,TKT009961,Live Chat,2022-03-04,9.8,21.0,0,0,1,,0.26,Standard (5-15m),Neutral
INT009962,TKT009962,Live Chat,2023-08-12,19.3,16.0,0,0,1,,-1.0,Extended (15-30m),Negative
INT009963,TKT009963,Live Chat,2023-11-10,17.5,17.0,0,0,1,,0.88,Extended (15-30m),Positive
INT009964,TKT009964,Live Chat,2022-02-26,12.7,17.0,0,0,1,,-0.46,Standard (5-15m),Negative
INT009965,TKT009965,Inbound Call,2023-11-06,22.6,,0,0,1,9.2,0.81,Extended (15-30m),Positive
INT009966,TKT009966,Outbound Call,2022-07-14,37.4,,0,1,1,3.8,-0.57,Long (30m+),Negative
INT009967,TKT009967,Chatbot,2024-04-13,5.5,14.0,1,0,1,,0.79,Standard (5-15m),Positive
INT009968,TKT009968,Inbound Call,2022-10-20,25.5,,0,0,1,1.4,0.11,Extended (15-30m),Neutral
INT009969,TKT009969,Inbound Call,2024-04-25,34.2,,0,0,1,3.7,-0.64,Long (30m+),Negative
INT009970,TKT009970,Outbound Call,2022-12-15,6.7,,1,0,1,7.7,-0.36,Standard (5-15m),Negative
INT009971,TKT009971,Live Chat,2022-01-08,18.6,9.0,1,1,0,,0.66,Extended (15-30m),Positive
INT009972,TKT009972,Live Chat,2022-09-23,25.7,12.0,1,0,1,,0.91,Extended (15-30m),Positive
INT009973,TKT009973,Social Media,2022-07-16,11.4,4.0,0,0,1,,0.75,Standard (5-15m),Positive
INT009974,TKT009974,Inbound Call,2024-01-05,38.8,,1,0,0,7.4,0.74,Long (30m+),Positive
INT009975,TKT009975,Chatbot,2023-10-13,5.7,15.0,1,0,1,,-0.99,Standard (5-15m),Negative
INT009976,TKT009976,Email,2024-04-15,1.6,4.0,0,0,1,,-0.1,Quick (0-5m),Neutral
INT009977,TKT009977,Live Chat,2024-05-01,10.2,21.0,0,0,1,,0.67,Standard (5-15m),Positive
INT009978,TKT009978,Social Media,2023-02-04,2.6,5.0,0,1,1,,-0.93,Quick (0-5m),Negative
INT009979,TKT009979,Outbound Call,2023-11-07,32.7,,0,0,1,4.6,0.39,Long (30m+),Positive
INT009980,TKT009980,Chatbot,2023-11-10,9.8,24.0,1,0,1,,0.0,Standard (5-15m),Neutral
INT009981,TKT009981,Inbound Call,2022-11-24,40.1,,1,0,1,5.0,0.58,Long (30m+),Positive
INT009982,TKT009982,Outbound Call,2023-05-16,34.7,,1,1,0,5.0,-0.48,Long (30m+),Negative
INT009983,TKT009983,Inbound Call,2022-11-30,4.1,,0,0,0,7.9,0.76,Quick (0-5m),Positive
INT009984,TKT009984,Live Chat,2022-04-09,9.9,8.0,1,1,1,,-0.41,Standard (5-15m),Negative
INT009985,TKT009985,Chatbot,2024-10-27,3.9,21.0,1,1,1,,0.9,Quick (0-5m),Positive
INT009986,TKT009986,Inbound Call,2023-01-31,19.6,,0,1,1,6.3,0.28,Extended (15-30m),Neutral
INT009987,TKT009987,Inbound Call,2024-06-30,25.5,,0,1,1,4.8,-0.61,Extended (15-30m),Negative
INT009988,TKT009988,Outbound Call,2023-09-15,31.3,,0,1,1,3.1,0.55,Long (30m+),Positive
INT009989,TKT009989,Social Media,2023-12-18,7.4,2.0,0,0,1,,0.07,Standard (5-15m),Neutral
INT009990,TKT009990,Email,2022-04-28,3.1,1.0,1,0,1,,-0.18,Quick (0-5m),Neutral
INT009991,TKT009991,Email,2023-09-19,4.6,7.0,0,0,1,,-0.06,Quick (0-5m),Neutral
INT009992,TKT009992,Outbound Call,2024-04-08,14.1,,0,0,0,5.4,-0.2,Standard (5-15m),Neutral
INT009993,TKT009993,Live Chat,2023-11-28,20.4,16.0,0,1,1,,0.41,Extended (15-30m),Positive
INT009994,TKT009994,Chatbot,2023-02-11,7.2,22.0,1,1,1,,-0.48,Standard (5-15m),Negative
INT009995,TKT009995,Outbound Call,2024-01-16,44.3,,0,1,1,9.3,0.02,Long (30m+),Neutral
INT009996,TKT009996,Chatbot,2022-08-07,5.4,21.0,1,1,0,,0.51,Standard (5-15m),Positive
INT009997,TKT009997,Live Chat,2022-08-26,12.9,23.0,0,0,1,,-0.71,Standard (5-15m),Negative
INT009998,TKT009998,Live Chat,2022-11-22,11.6,23.0,1,1,1,,-0.42,Standard (5-15m),Negative
INT009999,TKT009999,Inbound Call,2023-10-17,23.3,,0,0,1,7.1,-0.57,Extended (15-30m),Negative
INT010000,TKT010000,Live Chat,2024-06-10,9.0,3.0,0,0,1,,0.14,Standard (5-15m),Neutral
INT010001,TKT010001,Email,2024-08-06,3.9,1.0,1,0,1,,-0.18,Quick (0-5m),Neutral
INT010002,TKT010002,Live Chat,2022-12-29,13.5,22.0,0,0,1,,-0.35,Standard (5-15m),Negative
INT010003,TKT010003,Chatbot,2022-03-24,8.9,7.0,1,0,1,,-0.28,Standard (5-15m),Neutral
INT010004,TKT010004,Email,2022-06-18,3.3,7.0,0,0,1,,-0.06,Quick (0-5m),Neutral
INT010005,TKT010005,Inbound Call,2023-07-20,42.3,,0,0,1,4.6,-0.16,Long (30m+),Neutral
INT010006,TKT010006,Social Media,2022-02-08,3.4,1.0,0,1,0,,0.41,Quick (0-5m),Positive
INT010007,TKT010007,Email,2022-02-10,4.7,1.0,0,0,0,,0.39,Quick (0-5m),Positive
INT010008,TKT010008,Live Chat,2024-01-05,18.9,24.0,0,0,0,,-0.95,Extended (15-30m),Negative
INT010009,TKT010009,Email,2024-11-05,3.3,6.0,1,1,0,,0.42,Quick (0-5m),Positive
INT010010,TKT010010,Email,2024-08-22,2.0,4.0,1,0,1,,-0.56,Quick (0-5m),Negative
INT010011,TKT010011,Inbound Call,2024-06-03,22.7,,0,0,1,7.0,-0.16,Extended (15-30m),Neutral
INT010012,TKT010012,Social Media,2023-09-26,6.3,5.0,0,0,1,,-0.56,Standard (5-15m),Negative
INT010013,TKT010013,Inbound Call,2022-12-31,32.8,,0,1,0,9.3,-0.76,Long (30m+),Negative
INT010014,TKT010014,Inbound Call,2023-03-27,19.7,,0,0,1,8.8,0.17,Extended (15-30m),Neutral
INT010015,TKT010015,Social Media,2023-11-04,10.0,10.0,1,1,1,,0.9,Standard (5-15m),Positive
INT010016,TKT010016,Inbound Call,2023-08-28,28.7,,1,1,1,0.8,-0.26,Extended (15-30m),Neutral
INT010017,TKT010017,Live Chat,2024-01-17,27.4,4.0,0,1,1,,0.36,Extended (15-30m),Positive
INT010018,TKT010018,Inbound Call,2023-01-06,31.8,,0,1,1,0.1,-0.09,Long (30m+),Neutral
INT010019,TKT010019,Inbound Call,2023-10-30,10.6,,1,1,0,8.4,-0.64,Standard (5-15m),Negative
INT010020,TKT010020,Social Media,2023-12-24,8.4,7.0,0,0,1,,0.84,Standard (5-15m),Positive
INT010021,TKT010021,Inbound Call,2024-04-13,13.0,,0,0,1,3.7,-0.1,Standard (5-15m),Neutral
INT010022,TKT010022,Email,2023-10-20,4.5,1.0,0,1,0,,-0.98,Quick (0-5m),Negative
INT010023,TKT010023,Inbound Call,2024-10-12,29.3,,0,0,1,6.5,-0.09,Extended (15-30m),Neutral
INT010024,TKT010024,Live Chat,2022-06-30,22.6,7.0,0,1,1,,-0.99,Extended (15-30m),Negative
INT010025,TKT010025,Live Chat,2023-01-21,18.9,25.0,0,0,1,,0.59,Extended (15-30m),Positive
INT010026,TKT010026,Outbound Call,2023-04-03,6.8,,0,1,1,8.2,-0.26,Standard (5-15m),Neutral
INT010027,TKT010027,Inbound Call,2023-09-18,25.7,,0,1,0,2.0,0.23,Extended (15-30m),Neutral
INT010028,TKT010028,Email,2024-08-15,3.4,1.0,0,0,1,,0.53,Quick (0-5m),Positive
INT010029,TKT010029,Live Chat,2022-10-20,13.9,22.0,1,0,1,,-0.94,Standard (5-15m),Negative
INT010030,TKT010030,Inbound Call,2023-05-28,21.3,,0,1,0,6.7,0.04,Extended (15-30m),Neutral
INT010031,TKT010031,Inbound Call,2022-08-02,42.7,,0,1,1,6.4,0.28,Long (30m+),Neutral
INT010032,TKT010032,Inbound Call,2024-03-07,39.0,,1,1,1,6.1,-0.06,Long (30m+),Neutral
INT010033,TKT010033,Inbound Call,2024-01-01,39.6,,0,0,1,8.1,-0.39,Long (30m+),Negative
INT010034,TKT010034,Outbound Call,2024-08-09,37.3,,0,0,0,0.1,-0.07,Long (30m+),Neutral
INT010035,TKT010035,Chatbot,2022-08-12,2.5,11.0,1,1,1,,-0.21,Quick (0-5m),Neutral
INT010036,TKT010036,Email,2022-12-10,3.7,8.0,0,0,0,,0.22,Quick (0-5m),Neutral
INT010037,TKT010037,Social Media,2022-08-27,1.8,3.0,0,0,0,,-0.06,Quick (0-5m),Neutral
INT010038,TKT010038,Live Chat,2023-02-17,25.4,10.0,0,0,1,,-0.74,Extended (15-30m),Negative
